,id,code,day,net_value,sum_value,factor,acc_factor,refactor_net_value
0,29813349,003567,2017-02-04,1.0,1.0,1.0,1.0,1.0
1,807403,003567,2017-02-10,0.9999,0.9999,1.0,1.0,0.9999
2,807404,003567,2017-02-17,0.9983,0.9983,1.0,1.0,0.9983
3,807405,003567,2017-02-24,1.0079,1.0079,1.0,1.0,1.0079
4,807406,003567,2017-03-03,1.0082,1.0082,1.0,1.0,1.0082
5,807407,003567,2017-03-09,1.0074,1.0074,1.0,1.0,1.0074
6,807408,003567,2017-03-10,1.0086,1.0086,1.0,1.0,1.0086
7,807409,003567,2017-03-13,1.01,1.01,1.0,1.0,1.01
8,807410,003567,2017-03-14,1.0062,1.0062,1.0,1.0,1.0062
9,807411,003567,2017-03-15,1.0069,1.0069,1.0,1.0,1.0069
10,807412,003567,2017-03-16,1.0049,1.0049,1.0,1.0,1.0049
11,807413,003567,2017-03-17,1.0045,1.0045,1.0,1.0,1.0045
12,807414,003567,2017-03-20,1.0056,1.0056,1.0,1.0,1.0056
13,807415,003567,2017-03-21,1.0115,1.0115,1.0,1.0,1.0115
14,807416,003567,2017-03-22,1.0094,1.0094,1.0,1.0,1.0094
15,807417,003567,2017-03-23,1.0096,1.0096,1.0,1.0,1.0096
16,807418,003567,2017-03-24,1.0112,1.0112,1.0,1.0,1.0112
17,807419,003567,2017-03-27,1.0066,1.0066,1.0,1.0,1.0066
18,807420,003567,2017-03-28,1.0066,1.0066,1.0,1.0,1.0066
19,807421,003567,2017-03-29,1.0054,1.0054,1.0,1.0,1.0054
20,807422,003567,2017-03-30,1.0011,1.0011,1.0,1.0,1.0011
21,807423,003567,2017-03-31,1.0045,1.0045,1.0,1.0,1.0045
22,807424,003567,2017-04-05,1.0117,1.0117,1.0,1.0,1.0117
23,807425,003567,2017-04-06,1.0143,1.0143,1.0,1.0,1.0143
24,807426,003567,2017-04-07,1.0113,1.0113,1.0,1.0,1.0113
25,807427,003567,2017-04-10,1.0045,1.0045,1.0,1.0,1.0045
26,807428,003567,2017-04-11,1.0035,1.0035,1.0,1.0,1.0035
27,807429,003567,2017-04-12,1.0031,1.0031,1.0,1.0,1.0031
28,807430,003567,2017-04-13,1.006,1.006,1.0,1.0,1.006
29,807431,003567,2017-04-14,1.0003,1.0003,1.0,1.0,1.0003
30,807432,003567,2017-04-17,1.0009,1.0009,1.0,1.0,1.0009
31,807433,003567,2017-04-18,1.0035,1.0035,1.0,1.0,1.0035
32,807434,003567,2017-04-19,1.0041,1.0041,1.0,1.0,1.0041
33,807435,003567,2017-04-20,1.0082,1.0082,1.0,1.0,1.0082
34,807436,003567,2017-04-21,0.9995,0.9995,1.0,1.0,0.9995
35,807437,003567,2017-04-24,0.9927,0.9927,1.0,1.0,0.9927
36,807438,003567,2017-04-25,0.9921,0.9921,1.0,1.0,0.9921
37,807439,003567,2017-04-26,0.9889,0.9889,1.0,1.0,0.9889
38,807440,003567,2017-04-27,0.9941,0.9941,1.0,1.0,0.9941
39,807441,003567,2017-04-28,0.9876,0.9876,1.0,1.0,0.9876
40,807442,003567,2017-05-02,0.9849,0.9849,1.0,1.0,0.9849
41,807443,003567,2017-05-03,0.9819,0.9819,1.0,1.0,0.9819
42,807444,003567,2017-05-04,0.9789,0.9789,1.0,1.0,0.9789
43,807445,003567,2017-05-05,0.9747,0.9747,1.0,1.0,0.9747
44,807446,003567,2017-05-08,0.9693,0.9693,1.0,1.0,0.9693
45,807447,003567,2017-05-09,0.97,0.97,1.0,1.0,0.97
46,807448,003567,2017-05-10,0.9655,0.9655,1.0,1.0,0.9655
47,807449,003567,2017-05-11,0.966,0.966,1.0,1.0,0.966
48,807450,003567,2017-05-12,0.9669,0.9669,1.0,1.0,0.9669
49,807451,003567,2017-05-15,0.9706,0.9706,1.0,1.0,0.9706
50,807452,003567,2017-05-16,0.9781,0.9781,1.0,1.0,0.9781
51,807453,003567,2017-05-17,0.9764,0.9764,1.0,1.0,0.9764
52,807454,003567,2017-05-18,0.9762,0.9762,1.0,1.0,0.9762
53,807455,003567,2017-05-19,0.9773,0.9773,1.0,1.0,0.9773
54,807456,003567,2017-05-22,0.9747,0.9747,1.0,1.0,0.9747
55,807457,003567,2017-05-23,0.9711,0.9711,1.0,1.0,0.9711
56,807458,003567,2017-05-24,0.971,0.971,1.0,1.0,0.971
57,807459,003567,2017-05-25,0.9716,0.9716,1.0,1.0,0.9716
58,807460,003567,2017-05-26,0.9708,0.9708,1.0,1.0,0.9708
59,807461,003567,2017-05-31,0.9726,0.9726,1.0,1.0,0.9726
60,807462,003567,2017-06-01,0.967,0.967,1.0,1.0,0.967
61,807463,003567,2017-06-02,0.9661,0.9661,1.0,1.0,0.9661
62,807464,003567,2017-06-05,0.9682,0.9682,1.0,1.0,0.9682
63,807465,003567,2017-06-06,0.9726,0.9726,1.0,1.0,0.9726
64,807466,003567,2017-06-07,0.9822,0.9822,1.0,1.0,0.9822
65,807467,003567,2017-06-08,0.9857,0.9857,1.0,1.0,0.9857
66,807468,003567,2017-06-09,0.9888,0.9888,1.0,1.0,0.9888
67,807469,003567,2017-06-12,0.9866,0.9866,1.0,1.0,0.9866
68,807470,003567,2017-06-13,0.991,0.991,1.0,1.0,0.991
69,807471,003567,2017-06-14,0.9876,0.9876,1.0,1.0,0.9876
70,807472,003567,2017-06-15,0.9916,0.9916,1.0,1.0,0.9916
71,807473,003567,2017-06-16,0.9891,0.9891,1.0,1.0,0.9891
72,807474,003567,2017-06-19,0.9911,0.9911,1.0,1.0,0.9911
73,807475,003567,2017-06-20,0.991,0.991,1.0,1.0,0.991
74,807476,003567,2017-06-21,0.9932,0.9932,1.0,1.0,0.9932
75,807477,003567,2017-06-22,0.9887,0.9887,1.0,1.0,0.9887
76,807478,003567,2017-06-23,0.9891,0.9891,1.0,1.0,0.9891
77,807479,003567,2017-06-26,1.0026,1.0026,1.0,1.0,1.0026
78,807480,003567,2017-06-27,1.0014,1.0014,1.0,1.0,1.0014
79,807481,003567,2017-06-28,0.9971,0.9971,1.0,1.0,0.9971
80,807482,003567,2017-06-29,1.0007,1.0007,1.0,1.0,1.0007
81,807483,003567,2017-06-30,1.0028,1.0028,1.0,1.0,1.0028
82,807484,003567,2017-07-03,1.0067,1.0067,1.0,1.0,1.0067
83,807485,003567,2017-07-04,1.0021,1.0021,1.0,1.0,1.0021
84,807486,003567,2017-07-05,1.0071,1.0071,1.0,1.0,1.0071
85,807487,003567,2017-07-06,1.0097,1.0097,1.0,1.0,1.0097
86,807488,003567,2017-07-07,1.0101,1.0101,1.0,1.0,1.0101
87,807489,003567,2017-07-10,1.0073,1.0073,1.0,1.0,1.0073
88,807490,003567,2017-07-11,1.0029,1.0029,1.0,1.0,1.0029
89,807491,003567,2017-07-12,1.0014,1.0014,1.0,1.0,1.0014
90,807492,003567,2017-07-13,1.0035,1.0035,1.0,1.0,1.0035
91,807493,003567,2017-07-14,1.0067,1.0067,1.0,1.0,1.0067
92,807494,003567,2017-07-17,0.9922,0.9922,1.0,1.0,0.9922
93,807495,003567,2017-07-18,0.9966,0.9966,1.0,1.0,0.9966
94,807496,003567,2017-07-19,1.0058,1.0058,1.0,1.0,1.0058
95,807497,003567,2017-07-20,1.0068,1.0068,1.0,1.0,1.0068
96,807498,003567,2017-07-21,1.0089,1.0089,1.0,1.0,1.0089
97,807499,003567,2017-07-24,1.0124,1.0124,1.0,1.0,1.0124
98,807500,003567,2017-07-25,1.009,1.009,1.0,1.0,1.009
99,807501,003567,2017-07-26,1.0023,1.0023,1.0,1.0,1.0023
100,807502,003567,2017-07-27,1.0071,1.0071,1.0,1.0,1.0071
101,807503,003567,2017-07-28,1.0118,1.0118,1.0,1.0,1.0118
102,807504,003567,2017-07-31,1.0193,1.0193,1.0,1.0,1.0193
103,807505,003567,2017-08-01,1.0221,1.0221,1.0,1.0,1.0221
104,807506,003567,2017-08-02,1.0176,1.0176,1.0,1.0,1.0176
105,807507,003567,2017-08-03,1.0135,1.0135,1.0,1.0,1.0135
106,807508,003567,2017-08-04,1.0124,1.0124,1.0,1.0,1.0124
107,807509,003567,2017-08-07,1.0195,1.0195,1.0,1.0,1.0195
108,807510,003567,2017-08-08,1.0187,1.0187,1.0,1.0,1.0187
109,807511,003567,2017-08-09,1.0207,1.0207,1.0,1.0,1.0207
110,807512,003567,2017-08-10,1.0189,1.0189,1.0,1.0,1.0189
111,807513,003567,2017-08-11,1.006,1.006,1.0,1.0,1.006
112,807514,003567,2017-08-14,1.0201,1.0201,1.0,1.0,1.0201
113,807515,003567,2017-08-15,1.0202,1.0202,1.0,1.0,1.0202
114,807516,003567,2017-08-16,1.0214,1.0214,1.0,1.0,1.0214
115,807517,003567,2017-08-17,1.0237,1.0237,1.0,1.0,1.0237
116,807518,003567,2017-08-18,1.0219,1.0219,1.0,1.0,1.0219
117,807519,003567,2017-08-21,1.029,1.029,1.0,1.0,1.029
118,807520,003567,2017-08-22,1.0271,1.0271,1.0,1.0,1.0271
119,807521,003567,2017-08-23,1.0245,1.0245,1.0,1.0,1.0245
120,807522,003567,2017-08-24,1.0198,1.0198,1.0,1.0,1.0198
121,807523,003567,2017-08-25,1.0271,1.0271,1.0,1.0,1.0271
122,807524,003567,2017-08-28,1.0351,1.0351,1.0,1.0,1.0351
123,807525,003567,2017-08-29,1.0353,1.0353,1.0,1.0,1.0353
124,807526,003567,2017-08-30,1.0361,1.0361,1.0,1.0,1.0361
125,807527,003567,2017-08-31,1.0343,1.0343,1.0,1.0,1.0343
126,807528,003567,2017-09-01,1.0373,1.0373,1.0,1.0,1.0373
127,807529,003567,2017-09-04,1.0441,1.0441,1.0,1.0,1.0441
128,807530,003567,2017-09-05,1.0424,1.0424,1.0,1.0,1.0424
129,807531,003567,2017-09-06,1.0386,1.0386,1.0,1.0,1.0386
130,807532,003567,2017-09-07,1.0328,1.0328,1.0,1.0,1.0328
131,807533,003567,2017-09-08,1.0338,1.0338,1.0,1.0,1.0338
132,807534,003567,2017-09-11,1.0379,1.0379,1.0,1.0,1.0379
133,807535,003567,2017-09-12,1.0432,1.0432,1.0,1.0,1.0432
134,807536,003567,2017-09-13,1.0438,1.0438,1.0,1.0,1.0438
135,807537,003567,2017-09-14,1.0452,1.0452,1.0,1.0,1.0452
136,807538,003567,2017-09-15,1.0434,1.0434,1.0,1.0,1.0434
137,807539,003567,2017-09-18,1.0521,1.0521,1.0,1.0,1.0521
138,807540,003567,2017-09-19,1.0474,1.0474,1.0,1.0,1.0474
139,807541,003567,2017-09-20,1.0488,1.0488,1.0,1.0,1.0488
140,807542,003567,2017-09-21,1.048,1.048,1.0,1.0,1.048
141,807543,003567,2017-09-22,1.0479,1.0479,1.0,1.0,1.0479
142,807544,003567,2017-09-25,1.0415,1.0415,1.0,1.0,1.0415
143,807545,003567,2017-09-26,1.0401,1.0401,1.0,1.0,1.0401
144,807546,003567,2017-09-27,1.0385,1.0385,1.0,1.0,1.0385
145,807547,003567,2017-09-28,1.0442,1.0442,1.0,1.0,1.0442
146,807548,003567,2017-09-29,1.0474,1.0474,1.0,1.0,1.0474
147,807549,003567,2017-10-09,1.0597,1.0597,1.0,1.0,1.0597
148,807550,003567,2017-10-10,1.0692,1.0692,1.0,1.0,1.0692
149,807551,003567,2017-10-11,1.0746,1.0746,1.0,1.0,1.0746
150,807552,003567,2017-10-12,1.0754,1.0754,1.0,1.0,1.0754
151,807553,003567,2017-10-13,1.0813,1.0813,1.0,1.0,1.0813
152,807554,003567,2017-10-16,1.0777,1.0777,1.0,1.0,1.0777
153,807555,003567,2017-10-17,1.0834,1.0834,1.0,1.0,1.0834
154,807556,003567,2017-10-18,1.0904,1.0904,1.0,1.0,1.0904
155,807557,003567,2017-10-19,1.0872,1.0872,1.0,1.0,1.0872
156,807558,003567,2017-10-20,1.087,1.087,1.0,1.0,1.087
157,807559,003567,2017-10-23,1.0993,1.0993,1.0,1.0,1.0993
158,807560,003567,2017-10-24,1.0969,1.0969,1.0,1.0,1.0969
159,807561,003567,2017-10-25,1.1053,1.1053,1.0,1.0,1.1053
160,807562,003567,2017-10-26,1.1062,1.1062,1.0,1.0,1.1062
161,807563,003567,2017-10-27,1.1142,1.1142,1.0,1.0,1.1142
162,807564,003567,2017-10-30,1.107,1.107,1.0,1.0,1.107
163,807565,003567,2017-10-31,1.1021,1.1021,1.0,1.0,1.1021
164,807566,003567,2017-11-01,1.0923,1.0923,1.0,1.0,1.0923
165,807567,003567,2017-11-02,1.0867,1.0867,1.0,1.0,1.0867
166,807568,003567,2017-11-03,1.086,1.086,1.0,1.0,1.086
167,807569,003567,2017-11-06,1.1038,1.1038,1.0,1.0,1.1038
168,807570,003567,2017-11-07,1.1051,1.1051,1.0,1.0,1.1051
169,807571,003567,2017-11-08,1.1057,1.1057,1.0,1.0,1.1057
170,807572,003567,2017-11-09,1.1083,1.1083,1.0,1.0,1.1083
171,807573,003567,2017-11-10,1.1313,1.1313,1.0,1.0,1.1313
172,807574,003567,2017-11-13,1.1345,1.1345,1.0,1.0,1.1345
173,807575,003567,2017-11-14,1.1192,1.1192,1.0,1.0,1.1192
174,807576,003567,2017-11-15,1.1135,1.1135,1.0,1.0,1.1135
175,807577,003567,2017-11-16,1.1208,1.1208,1.0,1.0,1.1208
176,807578,003567,2017-11-17,1.1131,1.1131,1.0,1.0,1.1131
177,807579,003567,2017-11-20,1.1247,1.1247,1.0,1.0,1.1247
178,807580,003567,2017-11-21,1.1324,1.1324,1.0,1.0,1.1324
179,807581,003567,2017-11-22,1.1265,1.1265,1.0,1.0,1.1265
180,807582,003567,2017-11-23,1.095,1.095,1.0,1.0,1.095
181,807583,003567,2017-11-24,1.0948,1.0948,1.0,1.0,1.0948
182,807584,003567,2017-11-27,1.0804,1.0804,1.0,1.0,1.0804
183,807585,003567,2017-11-28,1.0826,1.0826,1.0,1.0,1.0826
184,807586,003567,2017-11-29,1.0767,1.0767,1.0,1.0,1.0767
185,807587,003567,2017-11-30,1.0708,1.0708,1.0,1.0,1.0708
186,807588,003567,2017-12-01,1.0711,1.0711,1.0,1.0,1.0711
187,807589,003567,2017-12-04,1.0801,1.0801,1.0,1.0,1.0801
188,807590,003567,2017-12-05,1.0811,1.0811,1.0,1.0,1.0811
189,807591,003567,2017-12-06,1.0766,1.0766,1.0,1.0,1.0766
190,807592,003567,2017-12-07,1.0639,1.0639,1.0,1.0,1.0639
191,807593,003567,2017-12-08,1.0672,1.0672,1.0,1.0,1.0672
192,807594,003567,2017-12-11,1.0869,1.0869,1.0,1.0,1.0869
193,807595,003567,2017-12-12,1.0809,1.0809,1.0,1.0,1.0809
194,807596,003567,2017-12-13,1.0935,1.0935,1.0,1.0,1.0935
195,807597,003567,2017-12-14,1.0951,1.0951,1.0,1.0,1.0951
196,807598,003567,2017-12-15,1.0875,1.0875,1.0,1.0,1.0875
197,807599,003567,2017-12-18,1.0894,1.0894,1.0,1.0,1.0894
198,807600,003567,2017-12-19,1.1002,1.1002,1.0,1.0,1.1002
199,807601,003567,2017-12-20,1.1062,1.1062,1.0,1.0,1.1062
200,807602,003567,2017-12-21,1.1155,1.1155,1.0,1.0,1.1155
201,807603,003567,2017-12-22,1.1138,1.1138,1.0,1.0,1.1138
202,807604,003567,2017-12-25,1.114,1.114,1.0,1.0,1.114
203,807605,003567,2017-12-26,1.1161,1.1161,1.0,1.0,1.1161
204,807606,003567,2017-12-27,1.0987,1.0987,1.0,1.0,1.0987
205,807607,003567,2017-12-28,1.1089,1.1089,1.0,1.0,1.1089
206,807608,003567,2017-12-29,1.1141,1.1141,1.0,1.0,1.1141
207,807609,003567,2017-12-31,1.114,1.114,1.0,1.0,1.114
208,807610,003567,2018-01-02,1.1259,1.1259,1.0,1.0,1.1259
209,807611,003567,2018-01-03,1.129,1.129,1.0,1.0,1.129
210,807612,003567,2018-01-04,1.1368,1.1368,1.0,1.0,1.1368
211,807613,003567,2018-01-05,1.1392,1.1392,1.0,1.0,1.1392
212,807614,003567,2018-01-08,1.1481,1.1481,1.0,1.0,1.1481
213,807615,003567,2018-01-09,1.1485,1.1485,1.0,1.0,1.1485
214,807616,003567,2018-01-10,1.1483,1.1483,1.0,1.0,1.1483
215,4861070,003567,2018-01-11,1.1486,1.1486,1.0,1.0,1.1486
216,4861071,003567,2018-01-12,1.1499,1.1499,1.0,1.0,1.1499
217,4861072,003567,2018-01-15,1.1375,1.1375,1.0,1.0,1.1375
218,4861073,003567,2018-01-16,1.1453,1.1453,1.0,1.0,1.1453
219,4861074,003567,2018-01-17,1.1233,1.1233,1.0,1.0,1.1233
220,4861075,003567,2018-01-18,1.1369,1.1369,1.0,1.0,1.1369
221,4861076,003567,2018-01-19,1.1409,1.1409,1.0,1.0,1.1409
222,4861077,003567,2018-01-22,1.1576,1.1576,1.0,1.0,1.1576
223,4861078,003567,2018-01-23,1.1641,1.1641,1.0,1.0,1.1641
224,4861079,003567,2018-01-24,1.1666,1.1666,1.0,1.0,1.1666
225,4861080,003567,2018-01-25,1.1653,1.1653,1.0,1.0,1.1653
226,4861081,003567,2018-01-26,1.1698,1.1698,1.0,1.0,1.1698
227,4861082,003567,2018-01-29,1.1557,1.1557,1.0,1.0,1.1557
228,4861083,003567,2018-01-30,1.1471,1.1471,1.0,1.0,1.1471
229,4861084,003567,2018-01-31,1.1446,1.1446,1.0,1.0,1.1446
230,4861085,003567,2018-02-01,1.1364,1.1364,1.0,1.0,1.1364
231,4861086,003567,2018-02-02,1.1499,1.1499,1.0,1.0,1.1499
232,4861087,003567,2018-02-05,1.1393,1.1393,1.0,1.0,1.1393
233,4861088,003567,2018-02-06,1.1078,1.1078,1.0,1.0,1.1078
234,4861089,003567,2018-02-07,1.0718,1.0718,1.0,1.0,1.0718
235,4861090,003567,2018-02-08,1.0772,1.0772,1.0,1.0,1.0772
236,4861091,003567,2018-02-09,1.0405,1.0405,1.0,1.0,1.0405
237,4861092,003567,2018-02-12,1.0715,1.0715,1.0,1.0,1.0715
238,4861093,003567,2018-02-13,1.0859,1.0859,1.0,1.0,1.0859
239,4861094,003567,2018-02-14,1.0965,1.0965,1.0,1.0,1.0965
240,4861095,003567,2018-02-22,1.1201,1.1201,1.0,1.0,1.1201
241,4861096,003567,2018-02-23,1.1203,1.1203,1.0,1.0,1.1203
242,4861097,003567,2018-02-26,1.1283,1.1283,1.0,1.0,1.1283
243,4861098,003567,2018-02-27,1.1145,1.1145,1.0,1.0,1.1145
244,4861099,003567,2018-02-28,1.1078,1.1078,1.0,1.0,1.1078
245,4861100,003567,2018-03-01,1.1201,1.1201,1.0,1.0,1.1201
246,5065811,003567,2018-03-02,1.1081,1.1081,1.0,1.0,1.1081
247,5065812,003567,2018-03-05,1.1031,1.1031,1.0,1.0,1.1031
248,5125758,003567,2018-03-06,1.113,1.113,1.0,1.0,1.113
249,5134058,003567,2018-03-07,1.1049,1.1049,1.0,1.0,1.1049
250,5134059,003567,2018-03-08,1.1135,1.1135,1.0,1.0,1.1135
251,5149023,003567,2018-03-09,1.1241,1.1241,1.0,1.0,1.1241
252,6462727,003567,2018-03-12,1.1302,1.1302,1.0,1.0,1.1302
253,6502408,003567,2018-03-13,1.1202,1.1202,1.0,1.0,1.1202
254,6533536,003567,2018-03-14,1.1193,1.1193,1.0,1.0,1.1193
255,6550193,003567,2018-03-15,1.1294,1.1294,1.0,1.0,1.1294
256,6562538,003567,2018-03-16,1.1203,1.1203,1.0,1.0,1.1203
257,6586153,003567,2018-03-19,1.1236,1.1236,1.0,1.0,1.1236
258,6607657,003567,2018-03-20,1.1215,1.1215,1.0,1.0,1.1215
259,6622911,003567,2018-03-21,1.1149,1.1149,1.0,1.0,1.1149
260,6645667,003567,2018-03-22,1.1056,1.1056,1.0,1.0,1.1056
261,6657857,003567,2018-03-23,1.0747,1.0747,1.0,1.0,1.0747
262,6701487,003567,2018-03-26,1.0803,1.0803,1.0,1.0,1.0803
263,6720936,003567,2018-03-27,1.0914,1.0914,1.0,1.0,1.0914
264,6738133,003567,2018-03-28,1.0784,1.0784,1.0,1.0,1.0784
265,6759710,003567,2018-03-29,1.0868,1.0868,1.0,1.0,1.0868
266,6770731,003567,2018-03-30,1.0969,1.0969,1.0,1.0,1.0969
267,6817668,003567,2018-04-02,1.0909,1.0909,1.0,1.0,1.0909
268,6834115,003567,2018-04-03,1.087,1.087,1.0,1.0,1.087
269,6854342,003567,2018-04-04,1.0883,1.0883,1.0,1.0,1.0883
270,6913570,003567,2018-04-09,1.0889,1.0889,1.0,1.0,1.0889
271,6928316,003567,2018-04-10,1.0936,1.0936,1.0,1.0,1.0936
272,6952109,003567,2018-04-11,1.0974,1.0974,1.0,1.0,1.0974
273,6968398,003567,2018-04-12,1.094,1.094,1.0,1.0,1.094
274,6979231,003567,2018-04-13,1.0924,1.0924,1.0,1.0,1.0924
275,7023833,003567,2018-04-16,1.0868,1.0868,1.0,1.0,1.0868
276,7040169,003567,2018-04-17,1.0654,1.0654,1.0,1.0,1.0654
277,7058416,003567,2018-04-18,1.075,1.075,1.0,1.0,1.075
278,7073327,003567,2018-04-19,1.0878,1.0878,1.0,1.0,1.0878
279,7088992,003567,2018-04-20,1.0663,1.0663,1.0,1.0,1.0663
280,7128806,003567,2018-04-23,1.0561,1.0561,1.0,1.0,1.0561
281,7144603,003567,2018-04-24,1.0787,1.0787,1.0,1.0,1.0787
282,7161032,003567,2018-04-25,1.0796,1.0796,1.0,1.0,1.0796
283,7169097,003567,2018-04-26,1.0643,1.0643,1.0,1.0,1.0643
284,7182347,003567,2018-04-27,1.067,1.067,1.0,1.0,1.067
285,7251033,003567,2018-05-02,1.0724,1.0724,1.0,1.0,1.0724
286,7264548,003567,2018-05-03,1.0803,1.0803,1.0,1.0,1.0803
287,7282282,003567,2018-05-04,1.0799,1.0799,1.0,1.0,1.0799
288,7322698,003567,2018-05-07,1.0932,1.0932,1.0,1.0,1.0932
289,7341657,003567,2018-05-08,1.0957,1.0957,1.0,1.0,1.0957
290,7360418,003567,2018-05-09,1.096,1.096,1.0,1.0,1.096
291,7376512,003567,2018-05-10,1.0964,1.0964,1.0,1.0,1.0964
292,7391912,003567,2018-05-11,1.1033,1.1033,1.0,1.0,1.1033
293,7431579,003567,2018-05-14,1.1191,1.1191,1.0,1.0,1.1191
294,7451550,003567,2018-05-15,1.1255,1.1255,1.0,1.0,1.1255
295,7481265,003567,2018-05-16,1.1205,1.1205,1.0,1.0,1.1205
296,7491723,003567,2018-05-17,1.111,1.111,1.0,1.0,1.111
297,7516632,003567,2018-05-18,1.1149,1.1149,1.0,1.0,1.1149
298,7534743,003567,2018-05-21,1.1238,1.1238,1.0,1.0,1.1238
299,7554725,003567,2018-05-22,1.1262,1.1262,1.0,1.0,1.1262
300,7574922,003567,2018-05-23,1.1147,1.1147,1.0,1.0,1.1147
301,7574923,003567,2018-05-24,1.1097,1.1097,1.0,1.0,1.1097
302,7589021,003567,2018-05-25,1.0962,1.0962,1.0,1.0,1.0962
303,7634699,003567,2018-05-28,1.1076,1.1076,1.0,1.0,1.1076
304,7653025,003567,2018-05-29,1.1015,1.1015,1.0,1.0,1.1015
305,7675068,003567,2018-05-30,1.0911,1.0911,1.0,1.0,1.0911
306,7694744,003567,2018-05-31,1.1136,1.1136,1.0,1.0,1.1136
307,7703321,003567,2018-06-01,1.0996,1.0996,1.0,1.0,1.0996
308,7749870,003567,2018-06-04,1.0986,1.0986,1.0,1.0,1.0986
309,7764453,003567,2018-06-05,1.1131,1.1131,1.0,1.0,1.1131
310,7772823,003567,2018-06-06,1.1095,1.1095,1.0,1.0,1.1095
311,7805726,003567,2018-06-07,1.1038,1.1038,1.0,1.0,1.1038
312,7851467,003567,2018-06-08,1.0967,1.0967,1.0,1.0,1.0967
313,7851468,003567,2018-06-11,1.0948,1.0948,1.0,1.0,1.0948
314,7874999,003567,2018-06-12,1.1071,1.1071,1.0,1.0,1.1071
315,7894555,003567,2018-06-13,1.096,1.096,1.0,1.0,1.096
316,7912476,003567,2018-06-14,1.088,1.088,1.0,1.0,1.088
317,7922039,003567,2018-06-15,1.0827,1.0827,1.0,1.0,1.0827
318,7992423,003567,2018-06-19,1.0439,1.0439,1.0,1.0,1.0439
319,8012432,003567,2018-06-20,1.0579,1.0579,1.0,1.0,1.0579
320,8029889,003567,2018-06-21,1.0435,1.0435,1.0,1.0,1.0435
321,8036853,003567,2018-06-22,1.0503,1.0503,1.0,1.0,1.0503
322,8073637,003567,2018-06-25,1.0382,1.0382,1.0,1.0,1.0382
